panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	MP_tpm	HP_tpm	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	Bs_As log2ratio
conserved (2189)	Zm00001d018006	78.0	130.7	60.6	132.7	114.3	25.3	131.7	132.7	0.029	0.086	0.033	0.075	0.100	0.094	conserved	0.02143633285
conserved (2189)	Zm00001d018009	7.6	8.2	5.1	5.4	4.2	2.2	6.8	8.2	0.044	0.084	0.070	0.219	0.281	0.248	conserved	-0.6184575262
conserved (2189)	Zm00001d018081	1010.1	451.2	396.4	305.1	380.6	170.6	378.1	451.2	0.015	0.041	0.034	0.021	0.017	0.010	conserved	-0.5645585366
conserved (2189)	Zm00001d018155	111.2	37.2	35.9	17.1	22.1	7.1	27.1	37.2	0.065	0.074	0.067	0.116	0.117	0.126	conserved	-1.11626445
conserved (2189)	Zm00001d018187	46.7	27.5	42.3	25.8	17.4	15.3	26.7	27.5	0.054	0.058	0.080	0.220	0.173	0.207	conserved	-0.09159302723
conserved (2189)	Zm00001d018206	12.1	9.7	18.7	17.0	12.6	8.7	13.3	17.0	0.070	0.022	0.085	0.082	0.028	0.022	conserved	0.7995122593
conserved (2189)	Zm00001d018220	4.5	9.4	11.5	38.9	4.2	20.0	24.2	38.9	0.083	0.031	0.083	0.081	0.043	0.039	conserved	2.045074476
conserved (2189)	Zm00001d018226	15.1	13.3	18.7	9.5	112.5	10.4	11.4	13.3	0.084	0.096	0.074	0.120	0.108	0.117	conserved	-0.4942161989
conserved (2189)	Zm00001d018244	36.9	22.0	46.9	60.7	10.2	20.3	41.4	60.7	0.041	0.011	0.061	0.053	0.044	0.053	conserved	1.464339473
conserved (2189)	Zm00001d018252	60.6	24.8	37.0	56.9	265.7	68.4	40.9	56.9	0.098	0.054	0.036	0.096	0.082	0.078	conserved	1.194460875
conserved (2189)	Zm00001d018403	43.9	42.0	38.5	53.4	23.9	28.5	47.7	53.4	0.094	0.055	0.028	0.039	0.057	0.048	conserved	0.3462488533
conserved (2189)	Zm00001d018410	514.3	399.0	392.9	231.0	559.6	166.6	315.0	399.0	0.011	0.040	0.022	0.018	0.009	0.018	conserved	-0.788493125
conserved (2189)	Zm00001d018418	22.7	21.8	10.5	27.7	11.4	20.7	24.7	27.7	0.098	0.074	0.083	0.100	0.080	0.092	conserved	0.3480997057
conserved (2189)	Zm00001d018485	26.7	47.3	26.7	35.6	8.4	11.7	41.4	47.3	0.091	0.087	0.092	0.077	0.115	0.061	conserved	-0.4112438289
conserved (2189)	Zm00001d018503	570.0	144.1	330.4	349.4	544.0	243.0	246.8	349.4	0.086	0.098	0.094	0.111	0.056	0.068	conserved	1.277958017
conserved (2189)	Zm00001d018512	10.7	12.8	11.0	14.4	18.0	11.4	13.6	14.4	0.064	0.030	0.085	0.145	0.129	0.129	conserved	0.1724819619
conserved (2189)	Zm00001d018545	111.1	80.9	124.9	68.9	193.3	40.2	74.9	80.9	0.047	0.097	0.080	0.069	0.092	0.068	conserved	-0.2304403201
conserved (2189)	Zm00001d018626	115.6	88.5	102.8	58.3	154.4	64.7	73.4	88.5	0.051	0.086	0.045	0.087	0.126	0.092	conserved	-0.6013991445
conserved (2189)	Zm00001d018633	149.2	376.4	125.7	370.9	29.9	740.7	373.6	376.4	0.065	0.098	0.090	0.108	0.077	0.081	conserved	-0.0211869324
conserved (2189)	Zm00001d018668	878.1	509.4	535.9	589.1	766.0	641.1	549.3	589.1	0.042	0.041	0.032	0.056	0.063	0.048	conserved	0.2098728152
conserved (2189)	Zm00001d018694	11.0	11.1	9.9	9.9	8.4	4.7	10.5	11.1	0.048	0.068	0.094	0.115	0.045	0.115	conserved	-0.1638444531
conserved (2189)	Zm00001d018779	2.1	4060.5	19.8	3240.3	1.2	8683.3	3650.4	4060.5	0.075	0.079	0.039	0.076	0.062	0.073	conserved	-0.3255321912
conserved (2189)	Zm00001d018781	30.5	110.2	13.1	116.6	6.0	225.3	113.4	116.6	0.056	0.047	0.042	0.053	0.055	0.026	conserved	0.0813162032
conserved (2189)	Zm00001d018809	114.3	25.7	157.6	25.3	37.1	6.1	25.5	25.7	0.051	0.045	0.041	0.212	0.226	0.210	conserved	-0.0249793247
conserved (2189)	Zm00001d018820	138.3	76.4	201.6	91.1	59.2	53.7	83.7	91.1	0.030	0.054	0.095	0.075	0.132	0.062	conserved	0.2532541446
conserved (2189)	Zm00001d018826	95.0	97.6	206.3	189.9	282.5	124.3	143.7	189.9	0.040	0.091	0.072	0.056	0.077	0.071	conserved	0.9609810868
conserved (2189)	Zm00001d018863	7.3	7.8	4.5	4.2	3.6	6.0	6.0	7.8	0.065	0.086	0.094	0.162	0.192	0.155	conserved	-0.9003778693
conserved (2189)	Zm00001d018903	391.2	300.5	530.2	289.1	247.2	164.7	294.8	300.5	0.061	0.039	0.020	0.039	0.036	0.043	conserved	-0.05571974841
conserved (2189)	Zm00001d018944	34.0	35.3	37.1	24.9	56.9	22.6	30.1	35.3	0.049	0.069	0.073	0.175	0.168	0.189	conserved	-0.5044962428
conserved (2189)	Zm00001d018961	113.7	84.3	168.3	54.6	293.2	17.8	69.5	84.3	0.041	0.090	0.062	0.131	0.091	0.139	conserved	-0.6264535191
conserved (2189)	Zm00001d018966	27.0	6.7	25.7	19.9	3.0	1.3	13.3	19.9	0.036	0.093	0.049	0.127	0.108	0.084	conserved	1.572250614
conserved (2189)	Zm00001d019033	24.4	16.1	16.3	24.5	117.9	51.7	20.3	24.5	0.005	0.004	0.005	0.005	0.000	0.000	conserved	0.6043353008
conserved (2189)	Zm00001d019034	180.5	42.2	278.5	91.2	61.0	36.9	66.7	91.2	0.031	0.042	0.032	0.049	0.080	0.059	conserved	1.109575405
conserved (2189)	Zm00001d019045	81.4	185.6	244.9	734.9	88.0	24.7	460.2	734.9	0.040	0.039	0.014	0.032	0.043	0.042	conserved	1.985660256
conserved (2189)	Zm00001d019054	127.5	42.8	65.5	35.4	152.6	31.9	39.1	42.8	0.050	0.037	0.068	0.043	0.083	0.038	conserved	-0.2745499754
conserved (2189)	Zm00001d019062	73.5	82.6	86.7	38.1	66.4	95.7	60.3	82.6	0.091	0.069	0.049	0.053	0.027	0.048	conserved	-1.114747448
conserved (2189)	Zm00001d019091	298.4	116.5	273.0	252.5	111.3	74.9	184.5	252.5	0.043	0.029	0.030	0.109	0.104	0.108	conserved	1.115475826
conserved (2189)	Zm00001d019100	52.4	54.8	82.6	54.6	35.3	61.1	54.7	54.8	0.039	0.053	0.090	0.045	0.115	0.059	conserved	-0.006152052311
conserved (2189)	Zm00001d019114	9.2	9.2	7.7	9.4	4.2	7.2	9.3	9.4	0.041	0.054	0.087	0.145	0.137	0.185	conserved	0.03747909584
conserved (2189)	Zm00001d019149	117.6	93.6	120.7	94.4	30.5	36.3	94.0	94.4	0.030	0.081	0.056	0.067	0.083	0.072	conserved	0.01336483616
conserved (2189)	Zm00001d019150	47.3	37.5	20.8	23.5	4.8	5.5	30.5	37.5	0.023	0.090	0.068	0.109	0.149	0.140	conserved	-0.6740736963
conserved (2189)	Zm00001d019163	60.4	31.1	21.1	64.0	125.1	58.3	47.5	64.0	0.040	0.073	0.099	0.059	0.128	0.061	conserved	1.042175621
conserved (2189)	Zm00001d019164	45.3	25.2	47.7	28.8	32.3	8.3	27.0	28.8	0.074	0.056	0.054	0.048	0.093	0.060	conserved	0.1922251069
conserved (2189)	Zm00001d019173	48.3	19.0	31.2	23.2	9.6	21.2	21.1	23.2	0.099	0.043	0.088	0.107	0.094	0.069	conserved	0.2925806263
conserved (2189)	Zm00001d019191	184.9	92.0	145.2	87.0	82.0	72.9	89.5	92.0	0.059	0.086	0.036	0.066	0.064	0.062	conserved	-0.08022967145
conserved (2189)	Zm00001d019254	42.0	37.0	25.0	60.6	316.6	51.0	48.8	60.6	0.079	0.069	0.020	0.102	0.104	0.092	conserved	0.7121480299
conserved (2189)	Zm00001d019262	69.1	37.5	65.0	39.0	66.4	30.3	38.2	39.0	0.019	0.052	0.056	0.069	0.077	0.053	conserved	0.05668213824
conserved (2189)	Zm00001d019283	141.3	136.1	133.7	91.5	92.2	19.4	113.8	136.1	0.080	0.043	0.031	0.101	0.116	0.101	conserved	-0.5726415723
conserved (2189)	Zm00001d019311	2.7	4.9	3.3	4.4	1.8	4.4	4.6	4.9	0.072	0.065	0.042	0.191	0.179	0.221	conserved	-0.1400665653
conserved (2189)	Zm00001d019312	106.9	132.0	69.1	187.4	127.5	219.8	159.7	187.4	0.063	0.058	0.059	0.136	0.195	0.168	conserved	0.5056663873
conserved (2189)	Zm00001d019358	102.2	28.5	93.9	46.1	17.4	6.0	37.3	46.1	0.075	0.054	0.068	0.131	0.199	0.176	conserved	0.6917124812
conserved (2189)	Zm00001d019398	4.9	13.9	2.7	16.8	4.2	22.9	15.4	16.8	0.040	0.086	0.052	0.062	0.047	0.056	conserved	0.267055812
conserved (2189)	Zm00001d019404	61.5	106.0	62.2	77.2	155.6	60.0	91.6	106.0	0.070	0.066	0.076	0.052	0.127	0.063	conserved	-0.4584716574
conserved (2189)	Zm00001d019415	12.7	20.5	5.5	13.6	46.1	18.4	17.0	20.5	0.056	0.090	0.057	0.182	0.224	0.196	conserved	-0.5883933852
conserved (2189)	Zm00001d019422	16.8	3.1	12.3	4.9	11.4	3.9	4.0	4.9	0.055	0.090	0.081	0.169	0.213	0.259	conserved	0.6413369817
conserved (2189)	Zm00001d019426	11.4	13.3	9.5	11.7	10.8	10.1	12.5	13.3	0.095	0.066	0.090	0.128	0.131	0.119	conserved	-0.1763991886
conserved (2189)	Zm00001d019449	8.3	12.3	10.0	10.2	10.8	10.2	11.3	12.3	0.079	0.097	0.084	0.287	0.261	0.287	conserved	-0.2639843541
conserved (2189)	Zm00001d019457	706.9	56.4	93.5	46.3	636.2	51.7	51.3	56.4	0.063	0.032	0.047	0.049	0.031	0.032	conserved	-0.2862531781
conserved (2189)	Zm00001d019492	72.7	37.3	75.1	24.6	190.3	32.9	30.9	37.3	0.068	0.054	0.088	0.059	0.112	0.060	conserved	-0.6005420713
conserved (2189)	Zm00001d019515	32.8	22.9	22.8	27.0	22.7	24.3	25.0	27.0	0.075	0.058	0.035	0.082	0.064	0.083	conserved	0.2337797467
conserved (2189)	Zm00001d019534	173.3	64.6	173.6	48.5	204.7	94.6	56.6	64.6	0.040	0.038	0.020	0.114	0.124	0.112	conserved	-0.4124671201
conserved (2189)	Zm00001d019547	207.7	159.3	162.4	149.4	52.1	117.8	154.4	159.3	0.051	0.050	0.055	0.092	0.142	0.115	conserved	-0.09334349175
conserved (2189)	Zm00001d019550	48.9	20.6	36.3	24.1	13.2	20.6	22.3	24.1	0.068	0.093	0.023	0.117	0.131	0.104	conserved	0.2232422767
conserved (2189)	Zm00001d019553	214.7	204.0	182.8	379.6	108.9	199.5	291.8	379.6	0.048	0.044	0.034	0.041	0.025	0.025	conserved	0.8960659444
conserved (2189)	Zm00001d019563	1641.4	989.4	861.4	656.8	698.4	349.3	823.1	989.4	0.081	0.093	0.094	0.052	0.121	0.050	conserved	-0.5910264015
conserved (2189)	Zm00001d019648	16.5	319.1	33.9	178.3	43.7	270.8	248.7	319.1	0.057	0.071	0.065	0.111	0.155	0.110	conserved	-0.8397676652
conserved (2189)	Zm00001d019650	44.1	20.8	64.3	22.6	64.0	12.6	21.7	22.6	0.062	0.045	0.053	0.067	0.094	0.094	conserved	0.123323927
conserved (2189)	Zm00001d019677	79.5	60.1	121.7	53.7	65.2	46.3	56.9	60.1	0.087	0.067	0.080	0.130	0.066	0.096	conserved	-0.1616184673
conserved (2189)	Zm00001d019688	21.0	18.7	22.5	24.1	20.3	23.3	21.4	24.1	0.048	0.088	0.088	0.110	0.094	0.086	conserved	0.3672682819
conserved (2189)	Zm00001d019703	13.9	27.2	13.0	15.3	18.0	22.6	21.2	27.2	0.065	0.066	0.062	0.083	0.079	0.110	conserved	-0.826951977
conserved (2189)	Zm00001d019724	54.9	62.2	69.7	43.7	87.4	29.5	52.9	62.2	0.076	0.055	0.081	0.070	0.105	0.067	conserved	-0.5104949608
conserved (2189)	Zm00001d019761	15.4	19.0	27.1	39.9	32.9	21.8	29.5	39.9	0.026	0.043	0.017	0.029	0.022	0.027	conserved	1.068031761
conserved (2189)	Zm00001d019875	33.5	16.8	25.1	17.7	18.6	18.7	17.2	17.7	0.099	0.100	0.091	0.113	0.186	0.158	conserved	0.07873207425
conserved (2189)	Zm00001d019933	2.5	1.5	6.7	4.8	116.1	2.2	3.2	4.8	0.092	0.066	0.059	0.233	0.257	0.250	conserved	1.679460136
conserved (2189)	Zm00001d019936	23.2	2.7	28.8	5.0	13.8	2.2	3.8	5.0	0.076	0.058	0.068	0.182	0.159	0.182	conserved	0.914189854
conserved (2189)	Zm00001d019994	498.1	66.3	510.7	126.1	69.4	34.9	96.2	126.1	0.078	0.037	0.039	0.068	0.065	0.050	conserved	0.9270772854
conserved (2189)	Zm00001d020001	22.7	17.0	19.8	14.4	19.2	8.8	15.7	17.0	0.051	0.078	0.075	0.106	0.157	0.130	conserved	-0.2410216888
conserved (2189)	Zm00001d020011	20.9	24.8	24.8	24.7	22.7	11.0	24.7	24.8	0.088	0.093	0.047	0.044	0.036	0.054	conserved	-0.008010581634
conserved (2189)	Zm00001d020136	63.7	33.6	87.0	97.9	68.8	10.4	65.8	97.9	0.022	0.081	0.054	0.098	0.093	0.096	conserved	1.541289611
conserved (2189)	Zm00001d020201	103.0	103.0	108.5	107.7	89.2	49.6	105.4	107.7	0.064	0.042	0.039	0.077	0.047	0.057	conserved	0.06444584902
conserved (2189)	Zm00001d020267	506.5	458.2	169.7	272.5	225.6	71.3	365.4	458.2	0.075	0.038	0.076	0.164	0.104	0.165	conserved	-0.7498585114
conserved (2189)	Zm00001d020359	29.8	22.8	27.6	20.9	30.5	15.7	21.8	22.8	0.061	0.095	0.046	0.105	0.098	0.094	conserved	-0.1260888774
conserved (2189)	Zm00001d020364	81.6	118.8	139.0	199.5	444.0	109.5	159.2	199.5	0.091	0.089	0.055	0.053	0.096	0.075	conserved	0.7481878821
conserved (2189)	Zm00001d020380	34.7	21.2	29.5	25.2	23.3	24.0	23.2	25.2	0.095	0.064	0.093	0.062	0.079	0.054	conserved	0.2476205769
conserved (2189)	Zm00001d020395	124.0	6.5	108.6	14.2	390.2	28.3	10.3	14.2	0.040	0.046	0.025	0.173	0.158	0.170	conserved	1.127322351
conserved (2189)	Zm00001d020450	59.2	60.2	58.5	63.8	10.2	24.9	62.0	63.8	0.068	0.063	0.046	0.229	0.215	0.234	conserved	0.08430228265
conserved (2189)	Zm00001d020470	79.4	26.9	58.7	33.7	9.0	2.3	30.3	33.7	0.051	0.083	0.093	0.640	0.634	0.669	conserved	0.3263841984
conserved (2189)	Zm00001d020492	55.7	34.4	42.1	248.7	0.6	11.9	141.5	248.7	0.028	0.013	0.056	0.049	0.105	0.088	conserved	2.853837677
conserved (2189)	Zm00001d020526	7.9	4.9	5.5	8.3	43.1	11.0	6.6	8.3	0.037	0.063	0.088	0.084	0.068	0.040	conserved	0.7749848206
conserved (2189)	Zm00001d020531	42.8	36.4	51.0	36.9	3.6	5.9	36.7	36.9	0.086	0.037	0.041	0.104	0.128	0.112	conserved	0.01968319178
conserved (2189)	Zm00001d020580	66.7	71.0	63.9	96.8	52.7	24.5	83.9	96.8	0.011	0.016	0.008	0.041	0.035	0.015	conserved	0.4468312603
conserved (2189)	Zm00001d020585	8.9	19.6	7.7	24.5	11.4	2.2	22.0	24.5	0.050	0.057	0.052	0.092	0.144	0.111	conserved	0.3233959963
conserved (2189)	Zm00001d020598	13.5	4.8	14.1	3.0	22.7	2.3	3.9	4.8	0.029	0.025	0.014	0.140	0.128	0.148	conserved	-0.6472626708
conserved (2189)	Zm00001d020627	98.3	19.1	80.6	11.5	124.5	1.6	15.3	19.1	0.066	0.096	0.074	0.304	0.319	0.319	conserved	-0.7361151305
conserved (2189)	Zm00001d020628	24.1	3.2	18.4	6.4	0.0	6.4	4.8	6.4	0.066	0.069	0.066	0.035	0.037	0.062	conserved	0.9977818401
conserved (2189)	Zm00001d020639	35.4	10.4	49.9	56.1	10.2	8.9	33.3	56.1	0.087	0.075	0.045	0.067	0.087	0.103	conserved	2.424639157
conserved (2189)	Zm00001d020646	11.1	29.6	4.6	6.9	0.0	1.8	18.2	29.6	0.100	0.039	0.066	0.198	0.161	0.203	conserved	-2.103805658
conserved (2189)	Zm00001d020705	5.4	7.8	9.4	13.6	3.0	3.3	10.7	13.6	0.044	0.096	0.078	0.127	0.195	0.164	conserved	0.7990571449
conserved (2189)	Zm00001d020771	71.1	31.2	51.3	24.9	32.9	24.6	28.0	31.2	0.090	0.069	0.060	0.118	0.146	0.101	conserved	-0.3269558899
conserved (2189)	Zm00001d020804	22.3	29.4	18.3	58.4	22.1	40.3	43.9	58.4	0.024	0.086	0.078	0.063	0.140	0.113	conserved	0.9903105692
conserved (2189)	Zm00001d020877	1.4	2324.6	9.8	1230.2	0.0	3825.4	1777.4	2324.6	0.066	0.066	0.056	0.012	0.061	0.012	conserved	-0.9181141953
conserved (2189)	Zm00001d020901	33.5	24.9	50.8	23.3	176.5	22.2	24.1	24.9	0.054	0.063	0.042	0.151	0.140	0.145	conserved	-0.09434029704
conserved (2189)	Zm00001d020910	339.8	82.1	328.5	145.4	306.4	25.4	113.8	145.4	0.033	0.062	0.079	0.060	0.057	0.030	conserved	0.8239475542
conserved (2189)	Zm00001d020926	421.1	169.0	607.1	334.4	374.6	91.1	251.7	334.4	0.019	0.028	0.015	0.020	0.019	0.022	conserved	0.984613989
conserved (2189)	Zm00001d020972	80.2	37.4	86.7	62.4	101.7	32.9	49.9	62.4	0.039	0.049	0.045	0.045	0.051	0.062	conserved	0.7395074207
conserved (2189)	Zm00001d020974	265.6	147.0	141.8	90.0	47.9	37.2	118.5	147.0	0.026	0.038	0.098	0.103	0.171	0.106	conserved	-0.7074867926
conserved (2189)	Zm00001d020983	10.5	10.8	8.1	15.5	3.0	7.4	13.1	15.5	0.068	0.085	0.097	0.257	0.353	0.333	conserved	0.5209202936
conserved (2189)	Zm00001d021021	31.5	23.9	32.0	32.1	30.5	12.6	28.0	32.1	0.033	0.065	0.068	0.090	0.134	0.129	conserved	0.4264469601
conserved (2189)	Zm00001d021061	187.4	145.3	190.0	173.0	114.3	68.6	159.1	173.0	0.010	0.012	0.037	0.047	0.084	0.063	conserved	0.25190884
conserved (2189)	Zm00001d021192	11.2	8.8	3.0	7.6	2.4	1.4	8.2	8.8	0.029	0.079	0.070	0.114	0.149	0.078	conserved	-0.2023221865
conserved (2189)	Zm00001d021231	130.4	101.8	192.8	86.1	145.4	24.7	93.9	101.8	0.038	0.067	0.097	0.251	0.197	0.253	conserved	-0.2419080641
conserved (2189)	Zm00001d021291	43.5	42.6	22.0	59.9	31.7	50.3	51.2	59.9	0.068	0.062	0.054	0.062	0.048	0.084	conserved	0.4895451026
conserved (2189)	Zm00001d021309	81.1	44.4	60.2	48.2	93.4	28.2	46.3	48.2	0.092	0.090	0.023	0.035	0.051	0.047	conserved	0.1165634194
conserved (2189)	Zm00001d021310	186.6	1307.7	200.0	936.6	218.4	1981.4	1122.2	1307.7	0.058	0.075	0.031	0.016	0.041	0.019	conserved	-0.4815374864
conserved (2189)	Zm00001d021368	12.6	144.3	21.0	112.7	23.9	163.0	128.5	144.3	0.065	0.075	0.066	0.057	0.057	0.035	conserved	-0.3561661086
conserved (2189)	Zm00001d021375	204.0	139.9	152.1	156.5	108.3	99.3	148.2	156.5	0.086	0.074	0.094	0.052	0.131	0.082	conserved	0.161736163
conserved (2189)	Zm00001d021392	64.2	29.9	134.0	81.3	66.4	22.7	55.6	81.3	0.063	0.069	0.035	0.081	0.066	0.051	conserved	1.440575288
conserved (2189)	Zm00001d021393	41.4	29.9	79.3	26.4	55.1	10.1	28.2	29.9	0.099	0.065	0.076	0.094	0.126	0.110	conserved	-0.1801166779
conserved (2189)	Zm00001d021401	175.0	111.8	134.0	87.5	184.9	43.8	99.6	111.8	0.082	0.083	0.028	0.118	0.144	0.125	conserved	-0.3547643441
conserved (2189)	Zm00001d021418	11.5	3.6	15.1	4.3	4.8	2.0	3.9	4.3	0.063	0.065	0.044	0.135	0.179	0.111	conserved	0.2442522996
conserved (2189)	Zm00001d021422	52.4	103.2	60.6	93.1	55.7	18.5	98.2	103.2	0.017	0.032	0.050	0.031	0.072	0.033	conserved	-0.1475170525
conserved (2189)	Zm00001d021508	140.5	165.7	158.0	107.6	113.7	86.8	136.7	165.7	0.049	0.053	0.049	0.079	0.057	0.079	conserved	-0.6233492656
conserved (2189)	Zm00001d021511	54.7	40.0	39.3	39.2	16.2	32.6	39.6	40.0	0.026	0.031	0.030	0.150	0.127	0.130	conserved	-0.02888439934
conserved (2189)	Zm00001d021532	37.0	37.6	37.2	54.0	25.1	15.3	45.8	54.0	0.037	0.019	0.028	0.082	0.101	0.098	conserved	0.5217832025
conserved (2189)	Zm00001d021551	99.4	49.7	90.7	64.4	92.8	32.7	57.1	64.4	0.040	0.025	0.044	0.081	0.103	0.081	conserved	0.3750405872
conserved (2189)	Zm00001d021553	49.4	35.1	54.2	26.2	83.2	23.3	30.6	35.1	0.030	0.098	0.082	0.136	0.095	0.127	conserved	-0.423682984
conserved (2189)	Zm00001d021554	87.6	84.1	118.4	100.2	85.0	42.5	92.1	100.2	0.042	0.064	0.048	0.101	0.072	0.099	conserved	0.2526952899
conserved (2189)	Zm00001d021567	243.1	115.3	271.8	96.3	393.8	79.0	105.8	115.3	0.090	0.093	0.047	0.123	0.124	0.118	conserved	-0.2598216312
conserved (2189)	Zm00001d021579	33.3	5.4	28.9	6.2	6.6	2.9	5.8	6.2	0.037	0.024	0.050	0.043	0.031	0.038	conserved	0.2156780418
conserved (2189)	Zm00001d021587	104.1	80.3	105.8	57.1	174.7	48.8	68.7	80.3	0.034	0.035	0.046	0.031	0.066	0.031	conserved	-0.4912004679
conserved (2189)	Zm00001d021599	70.4	75.8	84.6	44.1	23.3	10.8	59.9	75.8	0.037	0.065	0.061	0.078	0.075	0.093	conserved	-0.780729239
conserved (2189)	Zm00001d021632	55.9	7.9	28.0	7.8	4.8	4.0	7.9	7.9	0.010	0.039	0.035	0.058	0.061	0.048	conserved	-0.01775063283
conserved (2189)	Zm00001d021653	107.0	1306.9	248.5	441.8	14.4	473.3	874.4	1306.9	0.006	0.024	0.053	0.010	0.062	0.010	conserved	-1.564714512
conserved (2189)	Zm00001d021654	27.8	7.0	39.5	29.1	16.8	10.6	18.1	29.1	0.056	0.083	0.064	0.102	0.038	0.033	conserved	2.063759181
conserved (2189)	Zm00001d021673	52.0	17.7	118.5	86.5	137.0	11.8	52.1	86.5	0.093	0.084	0.084	0.104	0.070	0.074	conserved	2.285747793
conserved (2189)	Zm00001d021709	179.7	104.4	158.1	113.9	161.6	82.3	109.1	113.9	0.050	0.031	0.023	0.020	0.024	0.022	conserved	0.1253329043
conserved (2189)	Zm00001d021711	12.5	5.8	41.0	51.1	52.7	9.7	28.4	51.1	0.037	0.015	0.045	0.171	0.126	0.129	conserved	3.152380765
conserved (2189)	Zm00001d021716	22.0	77.3	27.0	51.2	40.7	87.8	64.2	77.3	0.070	0.077	0.054	0.035	0.088	0.049	conserved	-0.5953993692
conserved (2189)	Zm00001d021720	78.2	46.8	168.5	30.3	123.9	1.0	38.6	46.8	0.023	0.093	0.043	0.087	0.099	0.093	conserved	-0.6298759432
conserved (2189)	Zm00001d021721	18.4	17.1	15.1	16.0	10.2	19.4	16.6	17.1	0.085	0.098	0.049	0.138	0.104	0.114	conserved	-0.09806060614
conserved (2189)	Zm00001d021737	39.0	10.1	41.9	12.1	35.3	11.3	11.1	12.1	0.030	0.062	0.070	0.152	0.200	0.094	conserved	0.2516604107
conserved (2189)	Zm00001d021746	24.5	33.8	20.0	29.2	24.5	17.5	31.5	33.8	0.061	0.058	0.071	0.112	0.162	0.138	conserved	-0.212227564
conserved (2189)	Zm00001d021748	27.7	32.4	32.8	28.8	34.1	22.7	30.6	32.4	0.044	0.057	0.097	0.107	0.051	0.085	conserved	-0.1729961333
conserved (2189)	Zm00001d021773	11.3	66.7	5.9	84.8	57.5	47.4	75.7	84.8	0.063	0.060	0.047	0.039	0.075	0.035	conserved	0.3480696658
conserved (2189)	Zm00001d021775	39.8	15.7	135.9	42.9	35.9	8.5	29.3	42.9	0.049	0.047	0.076	0.029	0.072	0.073	conserved	1.453322487
conserved (2189)	Zm00001d021790	201.5	85.0	128.2	71.8	45.5	76.3	78.4	85.0	0.049	0.052	0.092	0.033	0.099	0.027	conserved	-0.2443700761
conserved (2189)	Zm00001d021821	25.4	23.9	42.0	31.0	65.2	7.6	27.5	31.0	0.060	0.097	0.085	0.154	0.231	0.220	conserved	0.3756815896
conserved (2189)	Zm00001d021843	1.9	1.9	1.5	2.6	9.0	4.8	2.3	2.6	0.091	0.000	0.000	0.000	0.000	0.000	conserved	0.4221748866
conserved (2189)	Zm00001d021846	43.9	32.9	49.1	42.5	51.5	46.7	37.7	42.5	0.050	0.091	0.087	0.207	0.261	0.243	conserved	0.368972808
conserved (2189)	Zm00001d021867	44.0	42.8	33.0	29.2	52.1	27.0	36.0	42.8	0.052	0.056	0.031	0.039	0.064	0.036	conserved	-0.5501842755
conserved (2189)	Zm00001d021870	59.4	19.6	91.0	31.1	9.6	18.0	25.4	31.1	0.085	0.053	0.044	0.057	0.079	0.102	conserved	0.6670306627
conserved (2189)	Zm00001d021882	339.4	250.5	362.8	309.2	83.2	17.8	279.9	309.2	0.019	0.026	0.031	0.024	0.035	0.028	conserved	0.3037994902
conserved (2189)	Zm00001d021891	1393.1	888.3	1099.9	573.4	851.0	136.6	730.8	888.3	0.064	0.034	0.029	0.315	0.323	0.316	conserved	-0.631342762
conserved (2189)	Zm00001d021935	56.9	6.7	80.2	21.2	22.7	4.6	13.9	21.2	0.048	0.055	0.036	0.177	0.164	0.183	conserved	1.668335829
conserved (2189)	Zm00001d021955	387.9	129.9	196.0	110.1	46.1	14.8	120.0	129.9	0.019	0.052	0.036	0.093	0.126	0.093	conserved	-0.2379178501
conserved (2189)	Zm00001d021979	50.0	65.1	67.0	45.1	79.0	54.0	55.1	65.1	0.027	0.088	0.049	0.091	0.091	0.098	conserved	-0.5280371924
conserved (2189)	Zm00001d021999	41.0	36.2	43.3	19.2	61.0	12.8	27.7	36.2	0.083	0.082	0.094	0.264	0.186	0.256	conserved	-0.9120386288
conserved (2189)	Zm00001d022042	504.9	323.0	567.9	434.1	749.3	330.8	378.6	434.1	0.025	0.031	0.024	0.071	0.075	0.076	conserved	0.4263750549
conserved (2189)	Zm00001d022049	109.3	84.0	130.4	59.7	146.6	49.5	71.9	84.0	0.047	0.061	0.077	0.039	0.111	0.036	conserved	-0.4945330349
conserved (2189)	Zm00001d022127	237.8	138.7	158.3	243.3	564.9	187.1	191.0	243.3	0.033	0.060	0.032	0.057	0.033	0.038	conserved	0.8112392497
conserved (2189)	Zm00001d022134	353.1	211.3	280.2	316.1	149.0	129.4	263.7	316.1	0.049	0.054	0.013	0.055	0.068	0.046	conserved	0.5814493428
conserved (2189)	Zm00001d022144	13.3	48.9	14.6	50.6	12.6	11.5	49.7	50.6	0.094	0.064	0.072	0.112	0.073	0.107	conserved	0.04921604895
conserved (2189)	Zm00001d022159	57.8	41.0	47.7	32.9	83.8	24.0	37.0	41.0	0.038	0.095	0.068	0.150	0.181	0.159	conserved	-0.3192047917
conserved (2189)	Zm00001d022180	53.2	57.1	61.4	63.1	32.9	30.6	60.1	63.1	0.057	0.080	0.084	0.096	0.177	0.134	conserved	0.1454649528
